PRODUCT_ID,RAW_PR_CATEGORY,CUSTOM_RATING,COLOR_VARIANT,COLOR_VARIANT_HEXCODE,STOCK_STATUS,MANFACTURING_DATE,CARRIER_SIZE,LIMITED_STOCK,ACTIVE_FOR_SALE,PRODUCT_BIZ_STATUS,AUTOMATIC_PROLONGATION,AUTOMATIC_PROLONGATION_PERIOD,UPSELL_AVAILABILITY,SELLER_ID,SKU_ITEM,ASSORTMENT_PRIORITY,NEGAT_IND,PROMO_THEME
409644917,Music,4,Turquoise,#018123,SOS,19-11-2019,Heavy Fr,TRUE,FALSE,Self Type,FALSE,32,FALSE,510396820,2794964429,FALSE,No,Unique
471248603,Books,2,Orange,#eb7000,SOS,05-01-2018,Medium Fr,TRUE,TRUE,Self Type,FALSE,29,FALSE,420504255,8668382276,FALSE,Yes,Unique
96209079,Grocery,4,Puce,#1431dd,OOS,02-09-2019,Medium Fr,FALSE,TRUE,Self Type,TRUE,23,FALSE,276139195,4127410507,FALSE,No,TeleM
679029785,Home,4,Fuscia,#eae69a,Available,10-10-2020,Medium Fr,TRUE,TRUE,Sale Type,TRUE,29,FALSE,45192982,5567683901,TRUE,Yes,Referral
387435631,Computers,2,Aquamarine,#436463,SOS,25-12-2021,Low Fr,TRUE,TRUE,Sale Type,FALSE,8,TRUE,296130391,8940886038,TRUE,Yes,Referral
714162623,Industrial,1,Red,#190859,Available,13-10-2018,Medium Fr,FALSE,TRUE,Sale Type,FALSE,52,TRUE,402294902,1392690250,FALSE,Yes,Unique
720177036,Health,4,Maroon,#951402,OOS,20-03-2019,Heavy Fr,FALSE,FALSE,Trust Type,FALSE,29,TRUE,874508738,4407235470,FALSE,Yes,E-mail
569694531,Electronics,3,Pink,#0d8a5b,Available,04-07-2020,Heavy Fr,FALSE,FALSE,Trust Type,FALSE,2,TRUE,966865537,991413199,FALSE,Yes,Unique
174127230,Music,3,Blue,#3d5ee0,SOS,22-04-2017,Low Fr,TRUE,TRUE,Trust Type,TRUE,32,FALSE,522746176,3486676377,FALSE,Yes,Website
646552438,Kids,2,Blue,#4019e2,OOS,31-03-2017,Medium Fr,FALSE,FALSE,Trust Type,FALSE,6,TRUE,262318170,8079933022,TRUE,Yes,Referral
411911193,Sports,4,Yellow,#26bb19,Available,24-05-2018,Low Fr,TRUE,FALSE,Comm Type,FALSE,8,TRUE,576639602,6417500586,TRUE,Yes,E-mail
880871531,Beauty,2,Blue,#e4eb26,SOS,15-12-2017,Heavy Fr,FALSE,TRUE,Self Type,FALSE,21,FALSE,131366927,5226052456,FALSE,Yes,Website
611032118,Baby,4,Maroon,#fe7072,Available,01-07-2017,Low Fr,TRUE,TRUE,Comm Type,TRUE,2,TRUE,472343818,3836854015,FALSE,No,E-mail
484440167,Automotive,3,Fuscia,#3fb06d,OOS,31-10-2017,Medium Fr,TRUE,TRUE,Comm Type,FALSE,34,FALSE,981653288,7248289310,FALSE,Yes,Unique
349279755,Kids,3,Mauv,#690b0f,SOS,09-05-2022,Heavy Fr,TRUE,TRUE,Trust Type,TRUE,31,FALSE,718255096,5360599324,TRUE,No,E-mail
682497038,Clothing,2,Mauv,#5d783a,Available,27-07-2019,Heavy Fr,FALSE,FALSE,Trust Type,TRUE,6,TRUE,162317832,2937998895,TRUE,Yes,Website
158380954,Health,4,Yellow,#6594c3,Available,21-06-2019,Medium Fr,TRUE,FALSE,Trust Type,TRUE,10,FALSE,817276645,9442646591,TRUE,Yes,Unique
298066714,Games,5,Yellow,#e00452,SOS,18-09-2020,Medium Fr,FALSE,TRUE,Self Type,TRUE,10,FALSE,235086413,179187007,TRUE,No,Unique
220652446,Games,1,Crimson,#1d7df3,OOS,01-07-2021,Heavy Fr,TRUE,FALSE,Self Type,FALSE,24,FALSE,718378690,6508720686,TRUE,Yes,TeleM
96558121,Shoes,3,Indigo,#715c90,SOS,03-01-2020,Heavy Fr,FALSE,FALSE,Self Type,TRUE,11,TRUE,607608662,968121683,FALSE,No,E-mail
628029139,Jewelery,2,Red,#da878d,Available,27-08-2021,Low Fr,FALSE,TRUE,Comm Type,FALSE,26,FALSE,494821745,3786011001,FALSE,Yes,E-mail
990658392,Automotive,2,Mauv,#ea52da,OOS,16-05-2021,Low Fr,TRUE,FALSE,Trust Type,TRUE,13,FALSE,523294299,170112756,TRUE,Yes,Website
706902947,Computers,3,Khaki,#299e2b,Available,21-10-2021,Heavy Fr,TRUE,FALSE,Sale Type,FALSE,35,FALSE,663231021,5655497654,TRUE,Yes,Referral
546314199,Industrial,3,Yellow,#01a7c8,SOS,19-02-2022,Low Fr,TRUE,TRUE,Trust Type,FALSE,8,FALSE,587262427,2461204594,FALSE,Yes,Referral
727791590,Books,1,Blue,#fe4bbb,Available,24-07-2022,Heavy Fr,FALSE,TRUE,Comm Type,FALSE,33,TRUE,283286597,8664144826,FALSE,No,E-mail
369291805,Baby,3,Fuscia,#aa1f0f,OOS,02-03-2022,Medium Fr,FALSE,TRUE,Comm Type,FALSE,35,FALSE,448004021,6523009025,TRUE,No,TeleM
950996463,Computers,3,Green,#572cda,Available,22-05-2018,Medium Fr,FALSE,TRUE,Trust Type,FALSE,8,FALSE,307770965,6616017028,TRUE,No,E-mail
321530297,Electronics,5,Violet,#84f9c0,Available,07-04-2017,Medium Fr,TRUE,FALSE,Comm Type,TRUE,26,TRUE,613088290,7990813971,FALSE,No,Referral
920809450,Computers,4,Yellow,#6536c1,Available,19-03-2019,Medium Fr,FALSE,TRUE,Trust Type,FALSE,2,FALSE,448939452,5154294394,TRUE,No,E-mail
287709783,Health,4,Purple,#a176b6,Available,08-10-2017,Medium Fr,TRUE,FALSE,Trust Type,FALSE,28,TRUE,957546555,4966255066,TRUE,No,TeleM
68518662,Garden,2,Indigo,#90a952,OOS,20-03-2019,Heavy Fr,TRUE,TRUE,Comm Type,FALSE,37,TRUE,649279821,5623502415,FALSE,Yes,E-mail
409436571,Books,3,Goldenrod,#d26878,Available,19-03-2020,Low Fr,TRUE,FALSE,Self Type,TRUE,38,TRUE,655570604,2783328372,TRUE,No,TeleM
294775353,Industrial,2,Mauv,#e87097,Available,25-01-2021,Medium Fr,TRUE,FALSE,Self Type,TRUE,24,FALSE,159262848,991158059,FALSE,Yes,TeleM
819345585,Outdoors,4,Goldenrod,#f2da67,Available,18-01-2020,Heavy Fr,FALSE,FALSE,Self Type,FALSE,27,FALSE,488090183,6226788976,FALSE,Yes,E-mail
729904109,Industrial,4,Mauv,#69f1da,OOS,16-11-2019,Heavy Fr,FALSE,TRUE,Self Type,TRUE,8,TRUE,386853932,5955900691,TRUE,No,Unique
18982820,Clothing,3,Yellow,#1ce283,Available,18-06-2021,Heavy Fr,TRUE,FALSE,Sale Type,TRUE,38,FALSE,703167886,5527174143,TRUE,No,Referral
880242537,Grocery,2,Blue,#06dd60,Available,27-11-2019,Low Fr,FALSE,FALSE,Self Type,FALSE,21,TRUE,339750515,1174536276,TRUE,No,Referral
82173153,Games,2,Aquamarine,#0746e5,OOS,25-02-2022,Medium Fr,FALSE,FALSE,Self Type,FALSE,35,TRUE,196445850,1928809510,FALSE,Yes,Unique
994810614,Automotive,1,Red,#e4b771,OOS,27-01-2021,Low Fr,TRUE,FALSE,Trust Type,FALSE,22,TRUE,582282276,3220393594,TRUE,Yes,TeleM
115377098,Jewelery,1,Goldenrod,#f3c75a,SOS,25-11-2017,Low Fr,TRUE,TRUE,Trust Type,FALSE,36,TRUE,8926949,5657486706,TRUE,No,Referral
762436152,Movies,5,Red,#33974b,Available,01-02-2018,Low Fr,TRUE,TRUE,Comm Type,TRUE,27,FALSE,64359296,2030834831,FALSE,No,E-mail
577714343,Clothing,3,Indigo,#704ef2,Available,04-06-2017,Low Fr,FALSE,FALSE,Comm Type,TRUE,28,FALSE,688183823,3870312866,TRUE,No,Referral
458102349,Shoes,5,Turquoise,#5f6b53,SOS,26-01-2018,Low Fr,FALSE,TRUE,Trust Type,TRUE,21,TRUE,222187017,7078029305,FALSE,No,E-mail
298900074,Games,3,Teal,#11cf0e,OOS,27-05-2022,Heavy Fr,FALSE,FALSE,Self Type,TRUE,38,FALSE,815482558,3480299377,TRUE,Yes,E-mail
568595285,Books,4,Goldenrod,#0f9d10,OOS,17-01-2020,Low Fr,FALSE,FALSE,Comm Type,FALSE,35,TRUE,26052967,3176064152,TRUE,No,Unique
230546205,Outdoors,3,Indigo,#4eb3ee,OOS,29-05-2019,Low Fr,TRUE,TRUE,Comm Type,FALSE,34,FALSE,132467887,3629346685,FALSE,No,TeleM
332484300,Sports,1,Turquoise,#4d98fa,OOS,21-07-2022,Medium Fr,FALSE,TRUE,Trust Type,FALSE,38,TRUE,7567705,9590036805,FALSE,Yes,Unique
410340413,Beauty,5,Khaki,#5f7cb1,OOS,12-01-2022,Medium Fr,TRUE,FALSE,Self Type,FALSE,27,TRUE,184805428,3029180409,TRUE,Yes,TeleM
235599374,Clothing,1,Pink,#7eac79,SOS,03-04-2017,Medium Fr,FALSE,TRUE,Comm Type,FALSE,33,TRUE,282972253,8284220660,TRUE,Yes,Website
786263937,Jewelery,4,Khaki,#1df47e,SOS,13-04-2021,Medium Fr,TRUE,FALSE,Sale Type,TRUE,38,TRUE,948640253,4194350499,TRUE,Yes,Website
8660019,Jewelery,5,Khaki,#fce1f4,OOS,28-03-2021,Medium Fr,TRUE,FALSE,Self Type,FALSE,26,FALSE,758187784,4272557289,TRUE,No,Unique
988159203,Automotive,1,Khaki,#672ef4,SOS,04-01-2022,Heavy Fr,FALSE,TRUE,Self Type,FALSE,10,FALSE,431102984,8139003611,FALSE,No,Website
847218165,Toys,2,Teal,#4b22d4,Available,25-03-2017,Medium Fr,TRUE,TRUE,Sale Type,TRUE,27,FALSE,947491441,3590687991,TRUE,No,Unique
272945559,Garden,5,Indigo,#b182f8,Available,23-01-2018,Heavy Fr,TRUE,TRUE,Comm Type,FALSE,36,TRUE,603607074,7480502079,FALSE,Yes,TeleM
984419802,Sports,1,Khaki,#6bfee4,OOS,30-07-2021,Low Fr,TRUE,FALSE,Self Type,FALSE,22,TRUE,864295607,5012729390,FALSE,No,Unique
617180928,Grocery,3,Indigo,#ab48ae,Available,13-07-2021,Heavy Fr,TRUE,FALSE,Trust Type,TRUE,2,TRUE,887194529,436598205,FALSE,Yes,E-mail
126923969,Sports,1,Puce,#74aa28,SOS,23-11-2017,Low Fr,TRUE,FALSE,Sale Type,FALSE,10,FALSE,625092734,4064857291,TRUE,Yes,E-mail
144696478,Grocery,5,Violet,#fc4017,OOS,15-05-2021,Medium Fr,TRUE,FALSE,Sale Type,TRUE,6,FALSE,890377548,195893492,TRUE,No,Website
457660496,Jewelery,3,Indigo,#5489ad,SOS,04-01-2020,Medium Fr,FALSE,TRUE,Trust Type,TRUE,33,FALSE,41746696,4261845296,TRUE,Yes,E-mail
758017875,Automotive,3,Teal,#f60ef1,OOS,21-09-2018,Low Fr,FALSE,TRUE,Comm Type,FALSE,22,TRUE,428339224,5049277639,TRUE,No,Website
231043758,Beauty,3,Purple,#9798fb,OOS,12-06-2019,Low Fr,TRUE,FALSE,Trust Type,TRUE,22,FALSE,389037982,3072131899,TRUE,No,Unique
800436978,Electronics,3,Maroon,#786f43,OOS,07-05-2022,Low Fr,FALSE,FALSE,Self Type,TRUE,28,FALSE,820249823,3127858531,TRUE,Yes,Website
815141209,Music,3,Turquoise,#a76bac,OOS,06-11-2018,Low Fr,FALSE,FALSE,Self Type,FALSE,10,TRUE,939485947,7949076682,TRUE,No,Website
283764379,Grocery,2,Maroon,#a6080b,SOS,02-03-2021,Low Fr,TRUE,FALSE,Comm Type,FALSE,24,TRUE,376475981,5502596494,FALSE,No,Website
868237204,Books,5,Orange,#bea4ed,Available,22-06-2018,Medium Fr,TRUE,TRUE,Self Type,FALSE,36,FALSE,441116096,9714368723,FALSE,No,Website
818718733,Grocery,1,Yellow,#a101ba,SOS,06-11-2021,Heavy Fr,TRUE,FALSE,Trust Type,TRUE,36,FALSE,5870682,6414446181,FALSE,No,Website
725450746,Toys,2,Indigo,#d57d48,SOS,02-01-2021,Low Fr,FALSE,TRUE,Sale Type,TRUE,35,FALSE,406480222,4502977322,FALSE,No,Unique
135022019,Industrial,3,Orange,#220240,SOS,19-07-2020,Low Fr,FALSE,TRUE,Trust Type,TRUE,21,FALSE,810513478,8982985573,FALSE,Yes,Unique
737637458,Baby,2,Pink,#8b360b,OOS,26-01-2019,Medium Fr,TRUE,FALSE,Self Type,FALSE,34,FALSE,698867668,4835089219,TRUE,No,Referral
909847104,Sports,5,Pink,#6e8ab0,Available,20-12-2019,Medium Fr,FALSE,FALSE,Comm Type,TRUE,15,FALSE,733170569,7924280820,TRUE,Yes,Website
189887292,Baby,5,Pink,#539114,OOS,07-06-2021,Heavy Fr,TRUE,TRUE,Sale Type,FALSE,10,FALSE,602281708,620493704,FALSE,Yes,Website
665033120,Automotive,1,Indigo,#b2ada2,SOS,30-06-2020,Low Fr,FALSE,FALSE,Comm Type,TRUE,26,TRUE,702824864,7491037666,FALSE,Yes,Website
549627775,Home,2,Crimson,#735409,OOS,03-12-2017,Low Fr,TRUE,TRUE,Sale Type,FALSE,2,FALSE,672821899,1909943991,FALSE,Yes,E-mail
719929256,Automotive,5,Crimson,#e4aed4,OOS,19-02-2021,Heavy Fr,TRUE,FALSE,Trust Type,FALSE,36,FALSE,385357741,2726899730,TRUE,No,TeleM
981482484,Kids,5,Purple,#88affe,Available,15-05-2018,Heavy Fr,TRUE,TRUE,Self Type,FALSE,22,TRUE,773805601,9205370371,TRUE,Yes,Unique
279023721,Music,3,Turquoise,#57fff5,Available,04-10-2018,Medium Fr,TRUE,FALSE,Self Type,TRUE,28,TRUE,417047370,836576454,FALSE,No,TeleM
734470157,Garden,1,Aquamarine,#aff6fd,Available,14-07-2020,Medium Fr,FALSE,FALSE,Trust Type,FALSE,10,TRUE,386993183,5463735158,FALSE,No,Referral
74940145,Kids,4,Red,#55e459,SOS,31-03-2017,Low Fr,TRUE,TRUE,Sale Type,FALSE,23,FALSE,363385003,2029696285,FALSE,Yes,Website
124123257,Health,1,Fuscia,#cd55a8,Available,11-02-2020,Low Fr,FALSE,FALSE,Trust Type,FALSE,23,TRUE,282514468,8851962006,FALSE,Yes,E-mail
100815077,Industrial,3,Yellow,#bf256f,Available,21-06-2022,Medium Fr,FALSE,FALSE,Self Type,TRUE,33,FALSE,758685185,3935813066,TRUE,Yes,Referral
755112678,Books,2,Purple,#139964,OOS,12-01-2020,Heavy Fr,TRUE,FALSE,Comm Type,FALSE,8,FALSE,419389368,2944202499,TRUE,No,Referral
143219225,Music,3,Blue,#e95005,SOS,16-08-2021,Heavy Fr,TRUE,FALSE,Sale Type,FALSE,36,FALSE,765216586,9518081743,TRUE,Yes,E-mail
531918017,Grocery,4,Goldenrod,#1bf459,SOS,18-09-2018,Heavy Fr,FALSE,TRUE,Comm Type,TRUE,31,TRUE,9850535,2358132861,FALSE,No,Website
108786584,Computers,3,Maroon,#2a55b1,Available,29-04-2021,Low Fr,FALSE,FALSE,Sale Type,TRUE,6,FALSE,129754951,3023746281,FALSE,No,Unique
995458749,Outdoors,2,Pink,#9939a3,OOS,26-02-2022,Medium Fr,FALSE,FALSE,Self Type,TRUE,24,TRUE,554113320,653119690,TRUE,No,E-mail
929592425,Baby,3,Mauv,#4476ad,OOS,25-09-2017,Low Fr,FALSE,TRUE,Trust Type,TRUE,37,FALSE,492369583,161882277,FALSE,Yes,TeleM
732153491,Movies,4,Aquamarine,#277064,OOS,29-12-2018,Heavy Fr,FALSE,FALSE,Comm Type,TRUE,31,FALSE,976976242,9310658282,FALSE,Yes,Unique
557336032,Home,2,Goldenrod,#9b9543,Available,25-06-2020,Low Fr,TRUE,TRUE,Trust Type,FALSE,23,FALSE,854009267,6115307422,FALSE,Yes,Website
796686901,Automotive,5,Khaki,#62d71b,OOS,03-01-2021,Heavy Fr,FALSE,FALSE,Trust Type,TRUE,32,FALSE,919212263,1882399145,FALSE,Yes,TeleM
497987744,Computers,5,Aquamarine,#321c71,Available,02-05-2018,Medium Fr,FALSE,TRUE,Trust Type,FALSE,37,FALSE,143125863,4328928929,TRUE,No,Website
510728843,Sports,1,Aquamarine,#642cba,Available,02-07-2021,Low Fr,FALSE,FALSE,Comm Type,TRUE,15,FALSE,273459363,6576579217,FALSE,Yes,Referral
585754134,Computers,5,Yellow,#2b3de1,SOS,24-03-2017,Medium Fr,TRUE,FALSE,Trust Type,FALSE,37,FALSE,909204299,4199333452,TRUE,Yes,Unique
535802936,Shoes,1,Pink,#44a3b1,OOS,25-09-2017,Medium Fr,FALSE,TRUE,Self Type,TRUE,25,TRUE,921492831,5162315729,FALSE,Yes,Website
616993640,Tools,5,Turquoise,#6d565d,SOS,26-06-2021,Heavy Fr,FALSE,FALSE,Comm Type,TRUE,21,FALSE,458156525,2591731314,TRUE,Yes,TeleM
63583877,Health,4,Aquamarine,#82f42d,OOS,23-08-2021,Heavy Fr,FALSE,TRUE,Self Type,TRUE,32,TRUE,409241909,2504165358,FALSE,No,E-mail
230766374,Sports,2,Aquamarine,#6bf83e,OOS,28-01-2021,Medium Fr,TRUE,FALSE,Trust Type,TRUE,31,FALSE,889190392,4744808123,TRUE,No,Website
728999645,Baby,3,Green,#539092,Available,25-02-2019,Heavy Fr,FALSE,TRUE,Sale Type,FALSE,22,TRUE,12752615,520777565,FALSE,Yes,E-mail
144614555,Computers,1,Blue,#e9da07,SOS,08-07-2020,Low Fr,TRUE,TRUE,Trust Type,FALSE,31,FALSE,122123667,6361624080,FALSE,No,TeleM
454719735,Jewelery,1,Khaki,#5ab73c,Available,28-08-2018,Medium Fr,TRUE,FALSE,Self Type,TRUE,6,FALSE,102636912,2377648444,TRUE,No,E-mail
784133258,Movies,2,Aquamarine,#9ddef7,SOS,29-04-2017,Low Fr,TRUE,FALSE,Self Type,TRUE,13,TRUE,436091160,3274111597,FALSE,Yes,TeleM
203691652,Kids,1,Fuscia,#0f5594,OOS,09-05-2018,Heavy Fr,TRUE,FALSE,Trust Type,FALSE,35,TRUE,522735802,8173421404,TRUE,Yes,E-mail
681931448,Electronics,4,Blue,#05cc0c,Available,16-05-2017,Medium Fr,TRUE,FALSE,Self Type,FALSE,34,FALSE,813631799,5091008853,FALSE,No,Website
881776438,Automotive,1,Mauv,#f1559f,OOS,19-07-2019,Medium Fr,FALSE,FALSE,Comm Type,TRUE,31,TRUE,204295434,5750704203,TRUE,Yes,Unique
420703277,Health,1,Aquamarine,#5c9960,SOS,08-09-2018,Medium Fr,FALSE,TRUE,Self Type,FALSE,2,FALSE,683501208,7873568164,FALSE,No,Unique
600526603,Beauty,4,Turquoise,#7affd0,OOS,16-04-2020,Low Fr,TRUE,TRUE,Trust Type,FALSE,15,FALSE,417543295,8754827043,FALSE,No,Unique
776114189,Books,2,Purple,#9bd8a3,OOS,01-07-2017,Medium Fr,TRUE,FALSE,Sale Type,FALSE,28,FALSE,558423188,7128419861,TRUE,No,TeleM
894355802,Movies,4,Turquoise,#e9695f,Available,11-04-2019,Low Fr,TRUE,FALSE,Self Type,FALSE,28,TRUE,40889148,8022188123,TRUE,No,Referral
982956988,Industrial,1,Turquoise,#932cbe,Available,03-06-2021,Low Fr,TRUE,FALSE,Comm Type,TRUE,36,TRUE,1268515,1196300992,TRUE,No,Website
69485692,Games,1,Blue,#1b6dd4,SOS,11-11-2019,Low Fr,FALSE,FALSE,Sale Type,FALSE,29,FALSE,518191656,8703142329,FALSE,Yes,E-mail
139532333,Books,3,Yellow,#417c5f,SOS,12-02-2022,Low Fr,FALSE,FALSE,Sale Type,TRUE,24,TRUE,287257854,7691814240,TRUE,Yes,TeleM
657696063,Sports,4,Khaki,#1fe20b,OOS,08-11-2021,Heavy Fr,TRUE,TRUE,Comm Type,TRUE,35,FALSE,163608898,6626561782,TRUE,Yes,Referral
879153739,Kids,5,Khaki,#2c18b3,OOS,14-11-2018,Low Fr,FALSE,TRUE,Trust Type,FALSE,35,TRUE,439963806,9531071489,FALSE,Yes,Referral
371872341,Home,4,Green,#c5fd98,OOS,15-01-2022,Low Fr,TRUE,FALSE,Trust Type,TRUE,34,TRUE,377038881,9287215731,FALSE,Yes,Website
686597649,Jewelery,5,Khaki,#90db04,OOS,10-06-2022,Medium Fr,FALSE,TRUE,Sale Type,TRUE,15,TRUE,278274362,7510578663,FALSE,No,Unique
904790263,Music,3,Yellow,#aaa078,OOS,20-11-2019,Low Fr,FALSE,TRUE,Trust Type,TRUE,2,TRUE,554994123,7908017010,FALSE,No,Referral
529188539,Health,5,Indigo,#b973d1,Available,13-02-2019,Low Fr,TRUE,FALSE,Sale Type,TRUE,15,TRUE,439068476,5733632925,FALSE,No,TeleM
17486700,Music,3,Pink,#2cee50,OOS,31-10-2021,Medium Fr,FALSE,TRUE,Sale Type,TRUE,24,FALSE,200764823,9082036894,TRUE,Yes,Referral
329125956,Grocery,4,Red,#e63266,OOS,26-04-2022,Heavy Fr,TRUE,TRUE,Comm Type,FALSE,31,FALSE,845700909,9816143402,FALSE,No,TeleM
98845568,Electronics,5,Teal,#392316,OOS,23-09-2021,Low Fr,TRUE,TRUE,Sale Type,FALSE,15,FALSE,864696276,3795486009,TRUE,Yes,Website
929698549,Sports,3,Teal,#2902e4,SOS,20-03-2018,Low Fr,FALSE,TRUE,Self Type,TRUE,13,TRUE,381579662,8460880931,TRUE,No,Website
145958632,Music,2,Orange,#ec0b95,OOS,26-07-2021,Medium Fr,TRUE,TRUE,Comm Type,TRUE,33,FALSE,833343169,3351544243,FALSE,No,Referral
391926641,Health,1,Fuscia,#51a716,Available,07-04-2017,Medium Fr,TRUE,FALSE,Trust Type,FALSE,29,FALSE,481123717,4680675330,FALSE,Yes,E-mail
600719765,Beauty,5,Violet,#0908eb,OOS,15-03-2020,Low Fr,TRUE,FALSE,Comm Type,TRUE,23,FALSE,877829057,2026069123,FALSE,No,Referral
307196583,Industrial,5,Green,#7c4381,SOS,25-05-2020,Low Fr,FALSE,FALSE,Self Type,TRUE,21,TRUE,238168709,4361602255,TRUE,Yes,TeleM
411382594,Electronics,1,Pink,#9b154f,SOS,21-07-2020,Medium Fr,FALSE,TRUE,Comm Type,TRUE,27,TRUE,367708957,3561916155,TRUE,Yes,Unique
459519377,Garden,3,Indigo,#ca283e,Available,27-04-2018,Medium Fr,TRUE,TRUE,Comm Type,TRUE,36,TRUE,314507089,2039872442,TRUE,Yes,E-mail
942914956,Garden,4,Turquoise,#94c417,SOS,07-10-2020,Medium Fr,TRUE,TRUE,Self Type,TRUE,37,TRUE,676069690,8287084423,TRUE,No,E-mail
835409250,Games,1,Turquoise,#4f3ec0,OOS,15-03-2017,Low Fr,FALSE,FALSE,Comm Type,FALSE,32,TRUE,978481896,6348065561,FALSE,Yes,E-mail
842781788,Sports,2,Pink,#9ffe41,OOS,18-05-2017,Low Fr,TRUE,FALSE,Trust Type,FALSE,31,TRUE,212431277,2860466231,FALSE,No,TeleM
949995439,Movies,5,Goldenrod,#8eb5ee,OOS,15-03-2017,Low Fr,FALSE,TRUE,Comm Type,FALSE,29,FALSE,537893885,4702603779,TRUE,Yes,Unique
140453516,Music,3,Teal,#b585bd,OOS,14-04-2020,Heavy Fr,TRUE,FALSE,Sale Type,FALSE,37,FALSE,390989363,1942497547,TRUE,Yes,E-mail
649744251,Clothing,2,Crimson,#32fe74,SOS,25-04-2021,Low Fr,FALSE,FALSE,Self Type,FALSE,24,TRUE,189414791,3258227500,FALSE,No,Website
808129688,Jewelery,4,Yellow,#654046,OOS,24-01-2018,Low Fr,FALSE,FALSE,Comm Type,TRUE,38,TRUE,522652669,368513181,TRUE,Yes,Website
585939978,Garden,2,Crimson,#3aca16,SOS,24-05-2020,Low Fr,FALSE,TRUE,Comm Type,FALSE,35,TRUE,97838139,8123461003,FALSE,No,E-mail
412824195,Baby,5,Mauv,#14831c,SOS,09-05-2021,Low Fr,FALSE,TRUE,Comm Type,FALSE,13,TRUE,896386909,7240271633,FALSE,No,Referral
719066440,Tools,4,Fuscia,#7fc1a0,Available,13-10-2021,Medium Fr,FALSE,FALSE,Comm Type,TRUE,22,TRUE,153304918,4855562122,TRUE,Yes,Unique
293519373,Movies,5,Khaki,#614702,OOS,25-01-2020,Low Fr,TRUE,FALSE,Self Type,TRUE,34,TRUE,75556835,148441645,TRUE,Yes,Unique
484774491,Garden,1,Fuscia,#fd4c7c,SOS,27-11-2019,Low Fr,TRUE,TRUE,Self Type,TRUE,10,TRUE,284989271,6323167913,FALSE,Yes,Unique
215688880,Electronics,2,Crimson,#fabe17,SOS,09-08-2018,Low Fr,TRUE,FALSE,Sale Type,FALSE,36,TRUE,503229681,4539298542,TRUE,Yes,Unique
617235358,Kids,1,Fuscia,#186c5e,OOS,23-11-2020,Low Fr,FALSE,FALSE,Self Type,TRUE,26,TRUE,781627788,3788302488,FALSE,No,Website
994710423,Jewelery,2,Indigo,#a499ef,Available,20-05-2022,Low Fr,TRUE,FALSE,Trust Type,TRUE,24,TRUE,444149980,4127378123,TRUE,No,Website
225386400,Kids,5,Purple,#2c7f6f,Available,31-10-2021,Heavy Fr,TRUE,TRUE,Comm Type,TRUE,15,FALSE,255486645,85093645,FALSE,No,TeleM
688215919,Outdoors,2,Turquoise,#857857,SOS,28-02-2020,Heavy Fr,FALSE,FALSE,Self Type,TRUE,27,FALSE,181559688,7015444216,TRUE,Yes,Referral
235283495,Kids,4,Indigo,#841982,OOS,22-02-2019,Medium Fr,FALSE,TRUE,Self Type,FALSE,15,FALSE,600443689,8806717650,FALSE,Yes,Website
318363880,Clothing,4,Teal,#143675,OOS,17-07-2018,Medium Fr,TRUE,FALSE,Sale Type,FALSE,32,FALSE,276358210,1000669203,FALSE,No,Referral
821436913,Music,1,Puce,#d7daf8,Available,04-10-2018,Medium Fr,FALSE,TRUE,Trust Type,TRUE,34,TRUE,485275702,7078910060,FALSE,Yes,Website
938196700,Books,4,Purple,#bd771b,Available,22-09-2021,Low Fr,FALSE,TRUE,Sale Type,FALSE,21,TRUE,962832506,4496663147,FALSE,Yes,TeleM
451056849,Computers,3,Violet,#5472ce,SOS,06-07-2020,Heavy Fr,FALSE,FALSE,Trust Type,TRUE,6,TRUE,329170351,362480796,TRUE,No,Unique
843142800,Automotive,5,Aquamarine,#152524,SOS,08-06-2018,Low Fr,FALSE,TRUE,Trust Type,FALSE,35,TRUE,291831011,8463865453,TRUE,Yes,TeleM
567440138,Jewelery,1,Orange,#798a17,Available,15-02-2022,Medium Fr,FALSE,FALSE,Trust Type,TRUE,33,TRUE,281411171,4891669969,TRUE,No,E-mail
765452101,Clothing,1,Fuscia,#202051,SOS,02-07-2022,Heavy Fr,TRUE,FALSE,Trust Type,TRUE,36,FALSE,361162678,9883153783,TRUE,No,TeleM
46254377,Outdoors,5,Red,#574440,Available,23-03-2020,Heavy Fr,FALSE,TRUE,Trust Type,TRUE,28,FALSE,762179324,718334523,FALSE,Yes,TeleM
101614618,Music,5,Purple,#e635a5,SOS,06-09-2018,Low Fr,TRUE,TRUE,Trust Type,FALSE,36,TRUE,479084249,7047303294,TRUE,No,Website
381759107,Sports,2,Turquoise,#a5fd7c,Available,25-05-2022,Heavy Fr,TRUE,FALSE,Trust Type,FALSE,33,TRUE,886459907,4103275391,TRUE,No,TeleM
265049717,Garden,2,Khaki,#956e2a,Available,31-05-2021,Low Fr,FALSE,FALSE,Trust Type,FALSE,28,FALSE,601858588,6779628220,FALSE,No,E-mail
927862814,Home,1,Blue,#3e4fcc,OOS,19-03-2022,Medium Fr,TRUE,FALSE,Trust Type,FALSE,21,TRUE,425519800,7790913336,FALSE,Yes,Unique
480110273,Tools,3,Mauv,#012de0,OOS,05-05-2020,Low Fr,TRUE,FALSE,Sale Type,FALSE,35,FALSE,19813740,9905536019,TRUE,No,Unique
